case_id,case_type,category,case_age_days,urgency,filing_date,duration,priority,status
CASE-2026-1703,Criminal,Financial,3480,4,2016-09-16,345,High,Resolved
CASE-2026-1704,Civil,Personal,269,4,2025-07-02,553,High,Pending
CASE-2026-1705,Traffic,Public Interest,2095,5,2020-07-02,159,High,Pending
CASE-2026-1706,Family,Financial,455,4,2024-12-28,379,High,Pending
CASE-2026-1707,Criminal,Routine,3083,5,2017-10-18,355,High,Pending
CASE-2026-1708,Commercial,Routine,304,5,2025-05-28,606,High,Pending
CASE-2026-1709,Criminal,Personal,2467,5,2019-06-26,413,High,Pending
CASE-2026-1710,Civil,High Stakes,2962,2,2018-02-16,651,High,Pending
CASE-2026-1711,Traffic,Public Interest,593,4,2024-08-12,222,High,Pending
CASE-2026-1712,Civil,Personal,1173,1,2023-01-10,374,Medium,Pending
CASE-2026-1713,Civil,Public Interest,3339,3,2017-02-04,549,High,Pending
CASE-2026-1714,Civil,Personal,1466,4,2022-03-23,479,High,Resolved
CASE-2026-1715,Traffic,Personal,1001,5,2023-07-01,188,High,Pending
CASE-2026-1716,Family,Public Interest,910,4,2023-09-30,449,High,Pending
CASE-2026-1717,Family,High Stakes,2613,2,2019-01-31,367,High,Pending
CASE-2026-1718,Traffic,Routine,2023,3,2020-09-12,30,Medium,Pending
CASE-2026-1719,Criminal,Routine,1066,3,2023-04-27,316,High,Pending
CASE-2026-1720,Traffic,High Stakes,1439,3,2022-04-19,143,Medium,Pending
CASE-2026-1721,Commercial,Routine,3108,5,2017-09-23,521,High,Pending
CASE-2026-1722,Traffic,High Stakes,1408,2,2022-05-20,70,Medium,Pending
CASE-2026-1723,Commercial,High Stakes,2132,5,2020-05-26,902,High,Pending
CASE-2026-1724,Civil,Financial,1973,5,2020-11-01,608,High,Pending
CASE-2026-1725,Civil,Public Interest,2668,3,2018-12-07,533,High,Resolved
CASE-2026-1726,Traffic,High Stakes,3039,5,2017-12-01,139,High,Pending
CASE-2026-1727,Family,Public Interest,3257,5,2017-04-27,377,High,Pending
CASE-2026-1728,Commercial,Routine,1750,2,2021-06-12,484,Medium,Pending
CASE-2026-1729,Civil,Public Interest,3296,3,2017-03-19,548,High,Pending
CASE-2026-1730,Commercial,Public Interest,2942,3,2018-03-08,687,High,Pending
CASE-2026-1731,Traffic,Routine,1280,5,2022-09-25,181,High,Pending
CASE-2026-1732,Traffic,Personal,317,4,2025-05-15,170,High,Pending
CASE-2026-1733,Commercial,Routine,1130,1,2023-02-22,481,Medium,Pending
CASE-2026-1734,Family,Personal,314,3,2025-05-18,387,Medium,Pending
CASE-2026-1735,Traffic,High Stakes,3495,3,2016-09-01,30,High,Pending
CASE-2026-1736,Civil,High Stakes,1148,5,2023-02-04,762,High,Pending
CASE-2026-1737,Commercial,Public Interest,2541,4,2019-04-13,752,High,Resolved
CASE-2026-1738,Traffic,Financial,256,3,2025-07-15,126,Medium,Pending
CASE-2026-1739,Traffic,High Stakes,2558,3,2019-03-27,92,High,Pending
CASE-2026-1740,Criminal,Routine,2884,5,2018-05-05,334,High,Pending
CASE-2026-1741,Civil,Public Interest,2201,3,2020-03-18,591,Medium,Pending
CASE-2026-1742,Civil,Public Interest,955,3,2023-08-16,597,Medium,Pending
CASE-2026-1743,Civil,Financial,228,5,2025-08-12,657,High,Pending
CASE-2026-1744,Family,Personal,2977,3,2018-02-01,179,High,Pending
CASE-2026-1745,Family,Personal,1460,5,2022-03-29,372,High,Resolved
CASE-2026-1746,Civil,High Stakes,2856,4,2018-06-02,719,High,Pending
CASE-2026-1747,Family,Financial,651,4,2024-06-15,443,High,Pending
CASE-2026-1748,Civil,Personal,1061,3,2023-05-02,509,Medium,Pending
CASE-2026-1749,Criminal,Public Interest,956,5,2023-08-15,534,High,Resolved
CASE-2026-1750,Commercial,Public Interest,3585,5,2016-06-03,732,High,Pending
CASE-2026-1751,Family,Personal,83,3,2026-01-04,338,Medium,Pending
CASE-2026-1752,Civil,Public Interest,293,3,2025-06-08,659,Medium,Pending
CASE-2026-1753,Traffic,Financial,1064,1,2023-04-29,76,Medium,Pending
CASE-2026-1754,Civil,High Stakes,1008,4,2023-06-24,762,High,Pending
CASE-2026-1755,Civil,Public Interest,3383,3,2016-12-22,497,High,Pending
CASE-2026-1756,Traffic,Routine,430,2,2025-01-22,111,Medium,Pending
CASE-2026-1757,Civil,Personal,2401,5,2019-08-31,454,High,Pending
CASE-2026-1758,Civil,Public Interest,1149,4,2023-02-03,650,High,Pending
CASE-2026-1759,Civil,Personal,540,1,2024-10-04,461,Low,Resolved
CASE-2026-1760,Family,Routine,1123,4,2023-03-01,322,High,Pending
CASE-2026-1761,Traffic,High Stakes,3236,4,2017-05-18,92,High,Pending
CASE-2026-1762,Commercial,High Stakes,2590,5,2019-02-23,878,High,Pending
CASE-2026-1763,Traffic,Personal,2446,4,2019-07-17,82,High,Pending
CASE-2026-1764,Civil,Public Interest,760,4,2024-02-27,702,High,Pending
CASE-2026-1765,Family,High Stakes,1303,2,2022-09-02,386,Medium,Pending
CASE-2026-1766,Commercial,Personal,944,5,2023-08-27,624,High,Pending
CASE-2026-1767,Civil,Public Interest,2334,5,2019-11-06,601,High,Resolved
CASE-2026-1768,Traffic,High Stakes,3116,2,2017-09-15,51,High,Pending
CASE-2026-1769,Commercial,Routine,1010,4,2023-06-22,516,High,Pending
CASE-2026-1770,Traffic,Public Interest,273,3,2025-06-28,181,Medium,Resolved
CASE-2026-1771,Commercial,Financial,236,1,2025-08-04,650,Low,Resolved
CASE-2026-1772,Family,High Stakes,1631,1,2021-10-09,415,Medium,Pending
CASE-2026-1773,Family,High Stakes,363,3,2025-03-30,504,Medium,Pending
CASE-2026-1774,Family,High Stakes,2249,5,2020-01-30,464,High,Pending
CASE-2026-1775,Traffic,Routine,2656,5,2018-12-19,78,High,Resolved
CASE-2026-1776,Commercial,Public Interest,2449,5,2019-07-14,722,High,Pending
CASE-2026-1777,Traffic,Routine,1905,5,2021-01-08,150,High,Pending
CASE-2026-1778,Traffic,High Stakes,2448,5,2019-07-15,184,High,Pending
CASE-2026-1779,Criminal,High Stakes,314,5,2025-05-18,674,High,Pending
CASE-2026-1780,Family,High Stakes,195,5,2025-09-14,577,High,Pending
CASE-2026-1781,Family,Financial,592,5,2024-08-13,435,High,Pending
CASE-2026-1782,Commercial,Financial,380,4,2025-03-13,717,High,Pending
CASE-2026-1783,Traffic,Personal,2807,5,2018-07-21,95,High,Pending
CASE-2026-1784,Family,Personal,1586,5,2021-11-23,317,High,Resolved
CASE-2026-1785,Family,Personal,2514,2,2019-05-10,244,High,Pending
CASE-2026-1786,Civil,Financial,2660,4,2018-12-15,553,High,Pending
CASE-2026-1787,Family,Personal,1180,4,2023-01-03,303,High,Pending
CASE-2026-1788,Commercial,Public Interest,1281,1,2022-09-24,662,Medium,Pending
CASE-2026-1789,Traffic,Routine,1170,1,2023-01-13,84,Medium,Pending
CASE-2026-1790,Family,Personal,3594,5,2016-05-25,259,High,Pending
CASE-2026-1791,Criminal,Routine,2863,3,2018-05-26,279,High,Pending
CASE-2026-1792,Commercial,Personal,2125,5,2020-06-02,591,High,Pending
CASE-2026-1793,Civil,High Stakes,335,4,2025-04-27,827,High,Resolved
CASE-2026-1794,Commercial,Personal,2909,5,2018-04-10,509,High,Resolved
CASE-2026-1795,Civil,High Stakes,3306,4,2017-03-09,635,High,Pending
CASE-2026-1796,Criminal,High Stakes,2984,5,2018-01-25,570,High,Resolved
CASE-2026-1797,Family,Financial,1729,3,2021-07-03,379,Medium,Pending
CASE-2026-1798,Family,High Stakes,842,2,2023-12-07,460,Medium,Pending
CASE-2026-1799,Traffic,Routine,3431,5,2016-11-04,30,High,Pending
CASE-2026-1800,Commercial,High Stakes,507,4,2024-11-06,901,High,Pending
CASE-2026-1801,Civil,Financial,2657,4,2018-12-18,549,High,Resolved
CASE-2026-1802,Commercial,Public Interest,2168,2,2020-04-20,720,Medium,Pending
CASE-2026-1803,Traffic,Routine,2409,2,2019-08-23,61,Medium,Pending
CASE-2026-1804,Traffic,High Stakes,3635,2,2016-04-14,34,High,Pending
CASE-2026-1805,Civil,High Stakes,3538,3,2016-07-20,567,High,Pending
CASE-2026-1806,Criminal,Financial,584,3,2024-08-21,499,High,Pending
CASE-2026-1807,Traffic,Public Interest,2407,2,2019-08-25,31,Medium,Resolved
CASE-2026-1808,Family,Routine,37,3,2026-02-19,366,Medium,Pending
CASE-2026-1809,Traffic,Financial,1883,2,2021-01-30,79,Medium,Pending
CASE-2026-1810,Criminal,Financial,2561,5,2019-03-24,442,High,Pending
CASE-2026-1811,Family,Public Interest,1185,4,2022-12-29,417,High,Pending
CASE-2026-1812,Civil,Public Interest,2535,2,2019-04-19,494,High,Resolved
CASE-2026-1813,Family,Financial,2307,5,2019-12-03,345,High,Pending
CASE-2026-1814,Civil,Personal,1551,5,2021-12-28,494,High,Pending
CASE-2026-1815,Family,Personal,938,5,2023-09-02,366,High,Resolved
CASE-2026-1816,Commercial,Routine,1077,3,2023-04-16,547,Medium,Pending
CASE-2026-1817,Civil,Personal,1727,3,2021-07-05,419,Medium,Pending
CASE-2026-1818,Traffic,Routine,1594,5,2021-11-15,185,High,Pending
CASE-2026-1819,Criminal,Routine,2170,5,2020-04-18,364,High,Pending
CASE-2026-1820,Criminal,Personal,2872,3,2018-05-17,342,High,Pending
CASE-2026-1821,Criminal,Public Interest,37,5,2026-02-19,610,High,Pending
CASE-2026-1822,Traffic,High Stakes,3200,3,2017-06-23,31,High,Pending
CASE-2026-1823,Traffic,Personal,1479,1,2022-03-10,30,Medium,Pending
CASE-2026-1824,Family,Public Interest,3645,3,2016-04-04,240,High,Pending
CASE-2026-1825,Civil,Financial,720,3,2024-04-07,623,Medium,Pending
CASE-2026-1826,Civil,Routine,1238,5,2022-11-06,498,High,Pending
CASE-2026-1827,Civil,Personal,1283,4,2022-09-22,460,High,Pending
CASE-2026-1828,Traffic,Public Interest,1523,4,2022-01-25,124,High,Pending
CASE-2026-1829,Civil,High Stakes,3476,2,2016-09-20,555,High,Pending
CASE-2026-1830,Commercial,Personal,1740,3,2021-06-22,541,Medium,Resolved
CASE-2026-1831,Traffic,Routine,2322,5,2019-11-18,61,High,Pending
CASE-2026-1832,Commercial,Personal,1271,3,2022-10-04,614,Medium,Pending
CASE-2026-1833,Civil,High Stakes,2792,4,2018-08-05,659,High,Pending
CASE-2026-1834,Commercial,Financial,3343,5,2017-01-31,608,High,Resolved
CASE-2026-1835,Traffic,Public Interest,1094,4,2023-03-30,222,High,Pending
CASE-2026-1836,Traffic,Personal,2169,5,2020-04-19,96,High,Pending
CASE-2026-1837,Family,High Stakes,2727,5,2018-10-09,472,High,Resolved
CASE-2026-1838,Family,High Stakes,1359,3,2022-07-08,392,Medium,Pending
CASE-2026-1839,Civil,High Stakes,3508,3,2016-08-19,615,High,Pending
CASE-2026-1840,Family,Public Interest,3225,4,2017-05-29,302,High,Pending
CASE-2026-1841,Commercial,Financial,2999,2,2018-01-10,548,High,Pending
CASE-2026-1842,Family,Financial,576,4,2024-08-29,461,High,Resolved
CASE-2026-1843,Criminal,Public Interest,3644,5,2016-04-05,458,High,Pending
CASE-2026-1844,Commercial,Personal,2865,3,2018-05-24,514,High,Pending
CASE-2026-1845,Civil,Public Interest,3319,3,2017-02-24,568,High,Resolved
CASE-2026-1846,Family,Personal,123,5,2025-11-25,388,High,Pending
CASE-2026-1847,Family,Public Interest,1787,1,2021-05-06,321,Medium,Pending
CASE-2026-1848,Family,Financial,2176,2,2020-04-12,244,Medium,Resolved
CASE-2026-1849,Commercial,Routine,2713,2,2018-10-23,382,High,Pending
CASE-2026-1850,Traffic,Routine,847,1,2023-12-02,34,Low,Pending
CASE-2026-1851,Civil,High Stakes,2365,2,2019-10-06,659,Medium,Resolved
CASE-2026-1852,Criminal,Routine,1863,5,2021-02-19,395,High,Pending
CASE-2026-1853,Traffic,Personal,3555,5,2016-07-03,75,High,Pending
CASE-2026-1854,Commercial,High Stakes,1763,5,2021-05-30,940,High,Pending
CASE-2026-1855,Civil,Routine,1264,2,2022-10-11,388,Medium,Pending
CASE-2026-1856,Family,Public Interest,2303,5,2019-12-07,365,High,Pending
CASE-2026-1857,Civil,Financial,443,1,2025-01-09,548,Low,Pending
CASE-2026-1858,Criminal,High Stakes,3415,5,2016-11-20,542,High,Pending
CASE-2026-1859,Civil,Public Interest,3449,5,2016-10-17,561,High,Pending
CASE-2026-1860,Civil,High Stakes,3170,4,2017-07-23,698,High,Pending
CASE-2026-1861,Family,Public Interest,342,2,2025-04-20,379,Medium,Resolved
CASE-2026-1862,Family,Personal,3600,3,2016-05-19,200,High,Pending
CASE-2026-1863,Criminal,Personal,1058,3,2023-05-05,356,High,Pending
CASE-2026-1864,Family,Routine,3377,3,2016-12-28,153,High,Pending
CASE-2026-1865,Commercial,High Stakes,327,5,2025-05-05,1020,High,Pending
CASE-2026-1866,Commercial,High Stakes,1509,2,2022-02-08,851,Medium,Pending
CASE-2026-1867,Criminal,Public Interest,832,5,2023-12-17,563,High,Pending
CASE-2026-1868,Family,Routine,2630,5,2019-01-14,235,High,Pending
CASE-2026-1869,Family,High Stakes,907,4,2023-10-03,519,High,Resolved
CASE-2026-1870,Family,Financial,3062,2,2017-11-08,227,High,Pending
CASE-2026-1871,Family,Personal,136,2,2025-11-12,371,Medium,Pending
CASE-2026-1872,Traffic,Routine,1148,3,2023-02-04,78,Medium,Pending
CASE-2026-1873,Criminal,High Stakes,2634,3,2019-01-10,564,High,Pending
CASE-2026-1874,Commercial,Financial,3441,2,2016-10-25,531,High,Pending
CASE-2026-1875,Civil,Personal,1707,2,2021-07-25,407,Medium,Resolved
CASE-2026-1876,Traffic,Financial,1288,2,2022-09-17,108,Medium,Pending
CASE-2026-1877,Criminal,Routine,144,2,2025-11-04,384,Medium,Pending
CASE-2026-1878,Family,Financial,1194,4,2022-12-20,420,High,Resolved
CASE-2026-1879,Family,Public Interest,1264,2,2022-10-11,306,Medium,Pending
CASE-2026-1880,Civil,Financial,2494,4,2019-05-30,513,High,Resolved
CASE-2026-1881,Family,High Stakes,1785,5,2021-05-08,484,High,Resolved
CASE-2026-1882,Criminal,Public Interest,2119,4,2020-06-08,505,High,Pending
CASE-2026-1883,Traffic,Personal,2625,3,2019-01-19,61,High,Pending
CASE-2026-1884,Traffic,High Stakes,969,3,2023-08-02,158,Medium,Pending
CASE-2026-1885,Family,Financial,3020,3,2017-12-20,314,High,Resolved
CASE-2026-1886,Family,Personal,3428,2,2016-11-07,203,High,Resolved
CASE-2026-1887,Family,Personal,796,5,2024-01-22,403,High,Pending
CASE-2026-1888,Civil,High Stakes,2035,4,2020-08-31,674,High,Pending
CASE-2026-1889,Family,High Stakes,521,2,2024-10-23,499,Medium,Pending
CASE-2026-1890,Criminal,Personal,1682,3,2021-08-19,384,High,Pending
CASE-2026-1891,Commercial,Routine,3278,3,2017-04-06,453,High,Pending
CASE-2026-1892,Commercial,Routine,2571,5,2019-03-14,546,High,Pending
CASE-2026-1893,Traffic,High Stakes,3149,2,2017-08-13,30,High,Resolved
CASE-2026-1894,Commercial,Personal,2342,5,2019-10-29,592,High,Resolved
CASE-2026-1895,Family,High Stakes,3089,5,2017-10-12,400,High,Pending
CASE-2026-1896,Commercial,Personal,285,2,2025-06-16,536,Medium,Pending
CASE-2026-1897,Family,Personal,3364,2,2017-01-10,155,High,Pending
CASE-2026-1898,Civil,Financial,136,1,2025-11-12,586,Low,Pending
CASE-2026-1899,Traffic,Financial,338,1,2025-04-24,128,Low,Pending
CASE-2026-1900,Civil,Financial,285,2,2025-06-16,592,Medium,Pending
CASE-2026-1901,Civil,Financial,3541,2,2016-07-17,456,High,Pending
CASE-2026-1902,Criminal,Public Interest,2832,4,2018-06-26,500,High,Pending
CASE-2026-1903,Commercial,High Stakes,1181,4,2023-01-02,927,High,Pending
CASE-2026-1904,Commercial,High Stakes,1972,3,2020-11-02,839,Medium,Pending
CASE-2026-1905,Civil,Financial,2482,5,2019-06-11,606,High,Resolved
CASE-2026-1906,Traffic,High Stakes,2693,5,2018-11-12,164,High,Pending
CASE-2026-1907,Civil,High Stakes,1364,3,2022-07-03,679,Medium,Pending
CASE-2026-1908,Commercial,Routine,3641,2,2016-04-08,310,High,Pending
CASE-2026-1909,Criminal,Personal,3576,4,2016-06-12,339,High,Pending
CASE-2026-1910,Commercial,Personal,1352,5,2022-07-15,663,High,Pending
CASE-2026-1911,Family,High Stakes,398,3,2025-02-23,534,Medium,Pending
CASE-2026-1912,Commercial,High Stakes,3135,2,2017-08-27,786,High,Pending
CASE-2026-1913,Criminal,Public Interest,267,2,2025-07-04,557,Medium,Pending
CASE-2026-1914,Civil,Public Interest,803,5,2024-01-15,747,High,Pending
CASE-2026-1915,Traffic,Personal,3155,2,2017-08-07,30,High,Pending
CASE-2026-1916,Traffic,Public Interest,1885,3,2021-01-28,98,Medium,Pending
CASE-2026-1917,Family,Personal,1965,2,2020-11-09,277,Medium,Pending
CASE-2026-1918,Criminal,High Stakes,2510,5,2019-05-14,623,High,Pending
CASE-2026-1919,Civil,Public Interest,762,1,2024-02-25,613,Low,Pending
CASE-2026-1920,Traffic,Financial,2119,4,2020-06-08,99,High,Pending
CASE-2026-1921,Civil,High Stakes,364,4,2025-03-29,819,High,Pending
CASE-2026-1922,Family,Financial,2317,5,2019-11-23,398,High,Pending
CASE-2026-1923,Traffic,Financial,2888,5,2018-05-01,85,High,Pending
CASE-2026-1924,Family,Financial,549,4,2024-09-25,377,High,Resolved
CASE-2026-1925,Commercial,Public Interest,1544,1,2022-01-04,631,Medium,Resolved
CASE-2026-1926,Criminal,Public Interest,3629,4,2016-04-20,432,High,Pending
CASE-2026-1927,Commercial,High Stakes,340,4,2025-04-22,992,High,Pending
CASE-2026-1928,Traffic,High Stakes,3405,5,2016-11-30,91,High,Pending
CASE-2026-1929,Civil,Personal,2538,4,2019-04-16,469,High,Pending
CASE-2026-1930,Criminal,Personal,1591,3,2021-11-18,326,High,Resolved
CASE-2026-1931,Family,Public Interest,2359,5,2019-10-12,367,High,Pending
CASE-2026-1932,Traffic,Financial,3273,3,2017-04-11,68,High,Pending
CASE-2026-1933,Criminal,Public Interest,2011,4,2020-09-24,476,High,Resolved
CASE-2026-1934,Commercial,Financial,3112,2,2017-09-19,573,High,Pending
CASE-2026-1935,Traffic,Personal,3400,5,2016-12-05,36,High,Pending
CASE-2026-1936,Criminal,Routine,1310,3,2022-08-26,324,High,Pending
CASE-2026-1937,Commercial,Routine,1423,5,2022-05-05,510,High,Pending
CASE-2026-1938,Family,Routine,905,3,2023-10-05,255,Medium,Pending
CASE-2026-1939,Criminal,High Stakes,1556,3,2021-12-23,551,High,Pending
CASE-2026-1940,Family,High Stakes,314,4,2025-05-18,521,High,Pending
CASE-2026-1941,Family,Personal,2269,5,2020-01-10,334,High,Pending
CASE-2026-1942,Family,Routine,606,3,2024-07-30,265,Medium,Pending
CASE-2026-1943,Criminal,Public Interest,174,2,2025-10-05,504,Medium,Pending
CASE-2026-1944,Traffic,Personal,3576,5,2016-06-12,60,High,Pending
CASE-2026-1945,Civil,Personal,776,2,2024-02-11,482,Medium,Pending
CASE-2026-1946,Family,Public Interest,3281,3,2017-04-03,309,High,Pending
CASE-2026-1947,Civil,Financial,736,3,2024-03-22,578,Medium,Pending
CASE-2026-1948,Traffic,Public Interest,2055,5,2020-08-11,172,High,Pending
CASE-2026-1949,Civil,High Stakes,2560,5,2019-03-25,674,High,Pending
CASE-2026-1950,Family,Public Interest,1043,1,2023-05-20,332,Medium,Resolved
CASE-2026-1951,Traffic,Personal,489,3,2024-11-24,119,Medium,Pending
CASE-2026-1952,Family,Personal,3307,5,2017-03-08,287,High,Pending
CASE-2026-1953,Family,Personal,1091,2,2023-04-02,269,Medium,Resolved
CASE-2026-1954,Commercial,High Stakes,415,3,2025-02-06,890,Medium,Pending
CASE-2026-1955,Criminal,Personal,3610,4,2016-05-09,315,High,Resolved
CASE-2026-1956,Family,Personal,712,2,2024-04-15,280,Medium,Pending
CASE-2026-1957,Criminal,Routine,2413,3,2019-08-19,253,High,Resolved
CASE-2026-1958,Traffic,Financial,2556,4,2019-03-29,63,High,Pending
CASE-2026-1959,Criminal,Financial,868,3,2023-11-11,459,High,Pending
CASE-2026-1960,Commercial,High Stakes,2525,2,2019-04-29,768,High,Pending
CASE-2026-1961,Civil,High Stakes,1968,4,2020-11-06,754,High,Resolved
CASE-2026-1962,Criminal,Public Interest,933,3,2023-09-07,552,High,Pending
CASE-2026-1963,Traffic,Public Interest,1326,3,2022-08-10,128,Medium,Resolved
CASE-2026-1964,Family,Financial,2799,2,2018-07-29,297,High,Pending
CASE-2026-1965,Criminal,Personal,2246,4,2020-02-02,329,High,Pending
CASE-2026-1966,Commercial,High Stakes,3397,5,2016-12-08,802,High,Pending
CASE-2026-1967,Commercial,High Stakes,303,5,2025-05-29,925,High,Pending
CASE-2026-1968,Civil,Routine,2298,4,2019-12-12,434,High,Pending
CASE-2026-1969,Criminal,Public Interest,2898,4,2018-04-21,475,High,Pending
CASE-2026-1970,Civil,Financial,3565,2,2016-06-23,422,High,Resolved
CASE-2026-1971,Traffic,Routine,3324,5,2017-02-19,89,High,Pending
CASE-2026-1972,Commercial,Financial,2121,5,2020-06-06,667,High,Pending
CASE-2026-1973,Traffic,Routine,682,5,2024-05-15,164,High,Pending
CASE-2026-1974,Civil,Personal,239,2,2025-08-01,493,Medium,Pending
CASE-2026-1975,Traffic,Financial,3372,5,2017-01-02,128,High,Pending
CASE-2026-1976,Commercial,Public Interest,9,2,2026-03-19,801,Medium,Pending
CASE-2026-1977,Traffic,Routine,1306,2,2022-08-30,103,Medium,Pending
CASE-2026-1978,Commercial,Routine,1895,4,2021-01-18,535,High,Pending
CASE-2026-1979,Criminal,High Stakes,3542,4,2016-07-16,503,High,Pending
CASE-2026-1980,Traffic,Public Interest,1703,2,2021-07-29,32,Medium,Resolved
CASE-2026-1981,Family,Routine,2497,5,2019-05-27,238,High,Pending
CASE-2026-1982,Commercial,Financial,2764,5,2018-09-02,679,High,Pending
CASE-2026-1983,Commercial,Financial,1719,3,2021-07-13,645,Medium,Pending
CASE-2026-1984,Criminal,Public Interest,1102,2,2023-03-22,456,Medium,Resolved
CASE-2026-1985,Civil,Personal,656,1,2024-06-10,475,Low,Pending
CASE-2026-1986,Commercial,High Stakes,2250,2,2020-01-29,773,Medium,Pending
CASE-2026-1987,Family,Routine,2246,2,2020-02-02,184,Medium,Pending
CASE-2026-1988,Criminal,Public Interest,360,2,2025-04-02,481,Medium,Pending
CASE-2026-1989,Commercial,Personal,2405,4,2019-08-27,505,High,Pending
CASE-2026-1990,Traffic,Personal,2644,4,2018-12-31,66,High,Pending
CASE-2026-1991,Criminal,Personal,2542,3,2019-04-12,336,High,Resolved
CASE-2026-1992,Commercial,Financial,3532,5,2016-07-26,675,High,Pending
CASE-2026-1993,Criminal,Public Interest,803,5,2024-01-15,621,High,Resolved
CASE-2026-1994,Family,Financial,1139,2,2023-02-13,313,Medium,Pending
CASE-2026-1995,Traffic,Personal,1690,3,2021-08-11,133,Medium,Pending
CASE-2026-1996,Traffic,Routine,2257,4,2020-01-22,98,High,Pending
CASE-2026-1997,Traffic,Financial,1026,3,2023-06-06,157,Medium,Pending
CASE-2026-1998,Traffic,High Stakes,482,3,2024-12-01,207,Medium,Pending
CASE-2026-1999,Civil,High Stakes,1880,4,2021-02-02,743,High,Pending
CASE-2026-2000,Criminal,Routine,3479,5,2016-09-17,307,High,Pending
CASE-2026-2001,Criminal,High Stakes,1228,5,2022-11-16,598,High,Pending
CASE-2026-2002,Commercial,Personal,2457,2,2019-07-06,490,Medium,Pending
CASE-2026-2003,Traffic,Public Interest,97,5,2025-12-21,272,High,Resolved
CASE-2026-2004,Criminal,Personal,1205,3,2022-12-09,413,High,Resolved
CASE-2026-2005,Civil,Public Interest,3080,5,2017-10-21,574,High,Pending
CASE-2026-2006,Family,High Stakes,2819,3,2018-07-09,398,High,Pending
CASE-2026-2007,Traffic,Routine,983,5,2023-07-19,170,High,Pending
CASE-2026-2008,Criminal,Public Interest,258,5,2025-07-13,605,High,Pending
CASE-2026-2009,Civil,Personal,3390,5,2016-12-15,411,High,Pending
CASE-2026-2010,Commercial,Financial,3229,2,2017-05-25,519,High,Pending
CASE-2026-2011,Civil,Routine,387,5,2025-03-06,491,High,Pending
CASE-2026-2012,Criminal,Routine,1842,5,2021-03-12,401,High,Pending
CASE-2026-2013,Family,Public Interest,2722,5,2018-10-14,366,High,Pending
CASE-2026-2014,Civil,Routine,1162,4,2023-01-21,505,High,Pending
CASE-2026-2015,Criminal,Financial,1307,2,2022-08-29,417,Medium,Pending
CASE-2026-2016,Traffic,Financial,839,4,2023-12-10,136,High,Pending
CASE-2026-2017,Criminal,High Stakes,236,3,2025-08-04,598,High,Pending
CASE-2026-2018,Family,Public Interest,487,4,2024-11-26,469,High,Pending
CASE-2026-2019,Commercial,High Stakes,1078,1,2023-04-15,796,Medium,Pending
CASE-2026-2020,Traffic,Routine,2628,4,2019-01-16,30,High,Resolved
CASE-2026-2021,Civil,Public Interest,3556,4,2016-07-02,558,High,Pending
CASE-2026-2022,Criminal,Public Interest,1037,4,2023-05-26,517,High,Pending
CASE-2026-2023,Civil,Personal,1603,4,2021-11-06,534,High,Pending
CASE-2026-2024,Commercial,High Stakes,985,4,2023-07-17,907,High,Pending
CASE-2026-2025,Civil,Personal,1582,4,2021-11-27,491,High,Pending
CASE-2026-2026,Criminal,High Stakes,3324,4,2017-02-19,538,High,Pending
CASE-2026-2027,Commercial,Routine,860,4,2023-11-19,562,High,Pending
CASE-2026-2028,Traffic,Financial,1502,5,2022-02-15,210,High,Resolved
CASE-2026-2029,Family,High Stakes,3183,4,2017-07-10,421,High,Pending
CASE-2026-2030,Family,Routine,2350,5,2019-10-21,240,High,Pending
CASE-2026-2031,Commercial,Personal,1597,4,2021-11-12,563,High,Pending
CASE-2026-2032,Civil,Financial,1956,3,2020-11-18,592,Medium,Pending
CASE-2026-2033,Commercial,Personal,2954,3,2018-02-24,460,High,Pending
CASE-2026-2034,Civil,High Stakes,2669,5,2018-12-06,761,High,Pending
CASE-2026-2035,Traffic,High Stakes,1055,1,2023-05-08,130,Medium,Pending
CASE-2026-2036,Civil,Financial,740,1,2024-03-18,510,Low,Pending
CASE-2026-2037,Family,Routine,3032,4,2017-12-08,196,High,Pending
CASE-2026-2038,Civil,Financial,1150,3,2023-02-02,593,Medium,Pending
CASE-2026-2039,Traffic,High Stakes,1600,5,2021-11-09,217,High,Resolved
CASE-2026-2040,Family,Routine,2294,2,2019-12-16,138,Medium,Pending
CASE-2026-2041,Criminal,High Stakes,2324,5,2019-11-16,563,High,Pending
CASE-2026-2042,Family,Public Interest,2077,2,2020-07-20,311,Medium,Pending
CASE-2026-2043,Commercial,Financial,1473,2,2022-03-16,650,Medium,Pending
CASE-2026-2044,Commercial,Financial,615,5,2024-07-21,770,High,Resolved
CASE-2026-2045,Criminal,Public Interest,562,2,2024-09-12,468,Medium,Pending
CASE-2026-2046,Traffic,High Stakes,2420,3,2019-08-12,106,Medium,Pending
CASE-2026-2047,Commercial,High Stakes,3388,3,2016-12-17,791,High,Pending
CASE-2026-2048,Criminal,High Stakes,1907,4,2021-01-06,621,High,Resolved
CASE-2026-2049,Commercial,Financial,1902,4,2021-01-11,691,High,Pending
CASE-2026-2050,Traffic,Public Interest,1191,5,2022-12-23,194,High,Pending
CASE-2026-2051,Commercial,Public Interest,3466,5,2016-09-30,650,High,Pending
CASE-2026-2052,Traffic,High Stakes,3649,3,2016-03-31,30,High,Pending
CASE-2026-2053,Commercial,Financial,1424,1,2022-05-04,574,Medium,Resolved
